,id,metadata
1379,Francisella tularensis subsp. tularensis WY96-3418,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Gammaproteobacteria', 'Thiotrichales', 'Francisellaceae', 'Francisella', 'Francisella tularensis', 'Francisella tularensis subsp. tularensis WY96-3418']}"
1380,Frankia alni ACN14a,"{'taxonomy': ['Bacteria', 'Actinobacteria', 'Actinobacteria (class)', 'Actinomycetales', 'Frankiaceae', 'Frankia', 'Frankia alni', 'Frankia alni ACN14a']}"
1381,Frankia sp. CcI3,"{'taxonomy': ['Bacteria', 'Actinobacteria', 'Actinobacteria (class)', 'Actinomycetales', 'Frankiaceae', 'Frankia', 'Frankia sp. CcI3', 'Frankia sp. CcI3']}"
1382,Frankia sp. EAN1pec,"{'taxonomy': ['Bacteria', 'Actinobacteria', 'Actinobacteria (class)', 'Actinomycetales', 'Frankiaceae', 'Frankia', 'Frankia sp. EAN1pec', 'Frankia sp. EAN1pec']}"
1383,Frankia sp. EUN1f,"{'taxonomy': ['Bacteria', 'Actinobacteria', 'Actinobacteria (class)', 'Actinomycetales', 'Frankiaceae', 'Frankia', 'Frankia sp. EUN1f', 'Frankia sp. EUN1f']}"
1384,Frankia sp. EuI1c,"{'taxonomy': ['Bacteria', 'Actinobacteria', 'Actinobacteria (class)', 'Actinomycetales', 'Frankiaceae', 'Frankia', 'Frankia sp. EuI1c', 'Frankia sp. EuI1c']}"
1385,Frankia symbiont of Datisca glomerata,"{'taxonomy': ['Bacteria', 'Actinobacteria', 'Actinobacteria (class)', 'Actinomycetales', 'Frankiaceae', 'Frankia', 'Frankia symbiont of Datisca glomerata', 'Frankia symbiont of Datisca glomerata']}"
1386,Fucus vesiculosus,"{'taxonomy': ['Eukaryota', 'Phaeophyceae', 'unclassified (derived from Phaeophyceae)', 'Fucales', 'Fucaceae', 'Fucus', 'Fucus vesiculosus', 'Fucus vesiculosus']}"
1387,Fulvimarina pelagi HTCC2506,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Alphaproteobacteria', 'Rhizobiales', 'Aurantimonadaceae', 'Fulvimarina', 'Fulvimarina pelagi', 'Fulvimarina pelagi HTCC2506']}"
1388,Fusobacterium gonidiaformans ATCC 25563,"{'taxonomy': ['Bacteria', 'Fusobacteria', 'Fusobacteriia', 'Fusobacteriales', 'Fusobacteriaceae', 'Fusobacterium', 'Fusobacterium gonidiaformans', 'Fusobacterium gonidiaformans ATCC 25563']}"
1389,Fusobacterium mortiferum ATCC 9817,"{'taxonomy': ['Bacteria', 'Fusobacteria', 'Fusobacteriia', 'Fusobacteriales', 'Fusobacteriaceae', 'Fusobacterium', 'Fusobacterium mortiferum', 'Fusobacterium mortiferum ATCC 9817']}"
1390,Fusobacterium nucleatum subsp. nucleatum ATCC 23726,"{'taxonomy': ['Bacteria', 'Fusobacteria', 'Fusobacteriia', 'Fusobacteriales', 'Fusobacteriaceae', 'Fusobacterium', 'Fusobacterium nucleatum', 'Fusobacterium nucleatum subsp. nucleatum ATCC 23726']}"
1391,Fusobacterium nucleatum subsp. nucleatum ATCC 25586,"{'taxonomy': ['Bacteria', 'Fusobacteria', 'Fusobacteriia', 'Fusobacteriales', 'Fusobacteriaceae', 'Fusobacterium', 'Fusobacterium nucleatum', 'Fusobacterium nucleatum subsp. nucleatum ATCC 25586']}"
1392,Fusobacterium nucleatum subsp. polymorphum ATCC 10953,"{'taxonomy': ['Bacteria', 'Fusobacteria', 'Fusobacteriia', 'Fusobacteriales', 'Fusobacteriaceae', 'Fusobacterium', 'Fusobacterium nucleatum', 'Fusobacterium nucleatum subsp. polymorphum ATCC 10953']}"
1393,Fusobacterium nucleatum subsp. vincentii ATCC 49256,"{'taxonomy': ['Bacteria', 'Fusobacteria', 'Fusobacteriia', 'Fusobacteriales', 'Fusobacteriaceae', 'Fusobacterium', 'Fusobacterium nucleatum', 'Fusobacterium nucleatum subsp. vincentii ATCC 49256']}"
1394,Fusobacterium periodonticum ATCC 33693,"{'taxonomy': ['Bacteria', 'Fusobacteria', 'Fusobacteriia', 'Fusobacteriales', 'Fusobacteriaceae', 'Fusobacterium', 'Fusobacterium periodonticum', 'Fusobacterium periodonticum ATCC 33693']}"
1395,Fusobacterium sp. 1_1_41FAA,"{'taxonomy': ['Bacteria', 'Fusobacteria', 'Fusobacteriia', 'Fusobacteriales', 'Fusobacteriaceae', 'Fusobacterium', 'Fusobacterium sp. 1_1_41FAA', 'Fusobacterium sp. 1_1_41FAA']}"
1396,Fusobacterium sp. 2_1_31,"{'taxonomy': ['Bacteria', 'Fusobacteria', 'Fusobacteriia', 'Fusobacteriales', 'Fusobacteriaceae', 'Fusobacterium', 'Fusobacterium sp. 2_1_31', 'Fusobacterium sp. 2_1_31']}"
1397,Fusobacterium sp. 3_1_27,"{'taxonomy': ['Bacteria', 'Fusobacteria', 'Fusobacteriia', 'Fusobacteriales', 'Fusobacteriaceae', 'Fusobacterium', 'Fusobacterium sp. 3_1_27', 'Fusobacterium sp. 3_1_27']}"
1398,Fusobacterium sp. 3_1_33,"{'taxonomy': ['Bacteria', 'Fusobacteria', 'Fusobacteriia', 'Fusobacteriales', 'Fusobacteriaceae', 'Fusobacterium', 'Fusobacterium sp. 3_1_33', 'Fusobacterium sp. 3_1_33']}"
1399,Fusobacterium sp. 3_1_36A2,"{'taxonomy': ['Bacteria', 'Fusobacteria', 'Fusobacteriia', 'Fusobacteriales', 'Fusobacteriaceae', 'Fusobacterium', 'Fusobacterium sp. 3_1_36A2', 'Fusobacterium sp. 3_1_36A2']}"
1400,Fusobacterium sp. 3_1_5R,"{'taxonomy': ['Bacteria', 'Fusobacteria', 'Fusobacteriia', 'Fusobacteriales', 'Fusobacteriaceae', 'Fusobacterium', 'Fusobacterium sp. 3_1_5R', 'Fusobacterium sp. 3_1_5R']}"
1401,Fusobacterium sp. 4_1_13,"{'taxonomy': ['Bacteria', 'Fusobacteria', 'Fusobacteriia', 'Fusobacteriales', 'Fusobacteriaceae', 'Fusobacterium', 'Fusobacterium sp. 4_1_13', 'Fusobacterium sp. 4_1_13']}"
1402,Fusobacterium sp. 7_1,"{'taxonomy': ['Bacteria', 'Fusobacteria', 'Fusobacteriia', 'Fusobacteriales', 'Fusobacteriaceae', 'Fusobacterium', 'Fusobacterium sp. 7_1', 'Fusobacterium sp. 7_1']}"
1403,Fusobacterium sp. D11,"{'taxonomy': ['Bacteria', 'Fusobacteria', 'Fusobacteriia', 'Fusobacteriales', 'Fusobacteriaceae', 'Fusobacterium', 'Fusobacterium sp. D11', 'Fusobacterium sp. D11']}"
1404,Fusobacterium sp. D12,"{'taxonomy': ['Bacteria', 'Fusobacteria', 'Fusobacteriia', 'Fusobacteriales', 'Fusobacteriaceae', 'Fusobacterium', 'Fusobacterium sp. D12', 'Fusobacterium sp. D12']}"
1405,Fusobacterium ulcerans ATCC 49185,"{'taxonomy': ['Bacteria', 'Fusobacteria', 'Fusobacteriia', 'Fusobacteriales', 'Fusobacteriaceae', 'Fusobacterium', 'Fusobacterium ulcerans', 'Fusobacterium ulcerans ATCC 49185']}"
1406,Fusobacterium varium ATCC 27725,"{'taxonomy': ['Bacteria', 'Fusobacteria', 'Fusobacteriia', 'Fusobacteriales', 'Fusobacteriaceae', 'Fusobacterium', 'Fusobacterium varium', 'Fusobacterium varium ATCC 27725']}"
1407,Gallionella capsiferriformans ES-2,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Betaproteobacteria', 'Gallionellales', 'Gallionellaceae', 'Gallionella', 'Gallionella capsiferriformans', 'Gallionella capsiferriformans ES-2']}"
1408,Gallus gallus,"{'taxonomy': ['Eukaryota', 'Chordata', 'Aves', 'Galliformes', 'Phasianidae', 'Gallus', 'Gallus gallus', 'Gallus gallus']}"
1409,Gardnerella vaginalis 409-05,"{'taxonomy': ['Bacteria', 'Actinobacteria', 'Actinobacteria (class)', 'Bifidobacteriales', 'Bifidobacteriaceae', 'Gardnerella', 'Gardnerella vaginalis', 'Gardnerella vaginalis 409-05']}"
1410,Gardnerella vaginalis 5-1,"{'taxonomy': ['Bacteria', 'Actinobacteria', 'Actinobacteria (class)', 'Bifidobacteriales', 'Bifidobacteriaceae', 'Gardnerella', 'Gardnerella vaginalis', 'Gardnerella vaginalis 5-1']}"
1411,Gardnerella vaginalis AMD,"{'taxonomy': ['Bacteria', 'Actinobacteria', 'Actinobacteria (class)', 'Bifidobacteriales', 'Bifidobacteriaceae', 'Gardnerella', 'Gardnerella vaginalis', 'Gardnerella vaginalis AMD']}"
1412,Gardnerella vaginalis ATCC 14018,"{'taxonomy': ['Bacteria', 'Actinobacteria', 'Actinobacteria (class)', 'Bifidobacteriales', 'Bifidobacteriaceae', 'Gardnerella', 'Gardnerella vaginalis', 'Gardnerella vaginalis ATCC 14018']}"
1413,Gardnerella vaginalis ATCC 14019,"{'taxonomy': ['Bacteria', 'Actinobacteria', 'Actinobacteria (class)', 'Bifidobacteriales', 'Bifidobacteriaceae', 'Gardnerella', 'Gardnerella vaginalis', 'Gardnerella vaginalis ATCC 14019']}"
1414,Gemella haemolysans ATCC 10379,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'unclassified (derived from Bacillales)', 'Gemella', 'Gemella haemolysans', 'Gemella haemolysans ATCC 10379']}"
1415,Gemmata obscuriglobus UQM 2246,"{'taxonomy': ['Bacteria', 'Planctomycetes', 'Planctomycetia', 'Planctomycetales', 'Planctomycetaceae', 'Gemmata', 'Gemmata obscuriglobus', 'Gemmata obscuriglobus UQM 2246']}"
1416,Gemmatimonas aurantiaca T-27,"{'taxonomy': ['Bacteria', 'Gemmatimonadetes', 'Gemmatimonadetes (class)', 'Gemmatimonadales', 'Gemmatimonadaceae', 'Gemmatimonas', 'Gemmatimonas aurantiaca', 'Gemmatimonas aurantiaca T-27']}"
1417,Geobacillus kaustophilus HTA426,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Bacillaceae', 'Geobacillus', 'Geobacillus kaustophilus', 'Geobacillus kaustophilus HTA426']}"
1418,Geobacillus sp. C56-T3,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Bacillaceae', 'Geobacillus', 'Geobacillus sp. C56-T3', 'Geobacillus sp. C56-T3']}"
1419,Geobacillus sp. G11MC16,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Bacillaceae', 'Geobacillus', 'Geobacillus sp. G11MC16', 'Geobacillus sp. G11MC16']}"
1420,Geobacillus sp. WCH70,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Bacillaceae', 'Geobacillus', 'Geobacillus sp. WCH70', 'Geobacillus sp. WCH70']}"
1421,Geobacillus sp. Y4.1MC1,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Bacillaceae', 'Geobacillus', 'Geobacillus sp. Y4.1MC1', 'Geobacillus sp. Y4.1MC1']}"
1422,Geobacillus sp. Y412MC52,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Bacillaceae', 'Geobacillus', 'Geobacillus sp. Y412MC52', 'Geobacillus sp. Y412MC52']}"
1423,Geobacillus sp. Y412MC61,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Bacillaceae', 'Geobacillus', 'Geobacillus sp. Y412MC61', 'Geobacillus sp. Y412MC61']}"
1424,Geobacillus stearothermophilus,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Bacillaceae', 'Geobacillus', 'Geobacillus stearothermophilus', 'Geobacillus stearothermophilus']}"
1425,Geobacillus thermodenitrificans NG80-2,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Bacillaceae', 'Geobacillus', 'Geobacillus thermodenitrificans', 'Geobacillus thermodenitrificans NG80-2']}"
1426,Geobacillus thermoglucosidasius C56-YS93,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Bacillales', 'Bacillaceae', 'Geobacillus', 'Geobacillus thermoglucosidasius', 'Geobacillus thermoglucosidasius C56-YS93']}"
1427,Geobacillus virus E2,"{'taxonomy': ['Viruses', 'unclassified (derived from Viruses)', 'unclassified (derived from Viruses)', 'unclassified (derived from Viruses)', 'unclassified (derived from Viruses)', 'unclassified (derived from Viruses)', 'Geobacillus virus E2', 'Geobacillus virus E2']}"
1428,Geobacter bemidjiensis Bem,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Deltaproteobacteria', 'Desulfuromonadales', 'Geobacteraceae', 'Geobacter', 'Geobacter bemidjiensis', 'Geobacter bemidjiensis Bem']}"
1429,Geobacter lovleyi SZ,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Deltaproteobacteria', 'Desulfuromonadales', 'Geobacteraceae', 'Geobacter', 'Geobacter lovleyi', 'Geobacter lovleyi SZ']}"
1430,Geobacter metallireducens GS-15,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Deltaproteobacteria', 'Desulfuromonadales', 'Geobacteraceae', 'Geobacter', 'Geobacter metallireducens', 'Geobacter metallireducens GS-15']}"
1431,Geobacter sp. FRC-32,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Deltaproteobacteria', 'Desulfuromonadales', 'Geobacteraceae', 'Geobacter', 'Geobacter sp. FRC-32', 'Geobacter sp. FRC-32']}"
1432,Geobacter sp. M18,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Deltaproteobacteria', 'Desulfuromonadales', 'Geobacteraceae', 'Geobacter', 'Geobacter sp. M18', 'Geobacter sp. M18']}"
1433,Geobacter sp. M21,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Deltaproteobacteria', 'Desulfuromonadales', 'Geobacteraceae', 'Geobacter', 'Geobacter sp. M21', 'Geobacter sp. M21']}"
1434,Geobacter sulfurreducens PCA,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Deltaproteobacteria', 'Desulfuromonadales', 'Geobacteraceae', 'Geobacter', 'Geobacter sulfurreducens', 'Geobacter sulfurreducens PCA']}"
1435,Geobacter uraniireducens Rf4,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Deltaproteobacteria', 'Desulfuromonadales', 'Geobacteraceae', 'Geobacter', 'Geobacter uraniireducens', 'Geobacter uraniireducens Rf4']}"
1436,Geodermatophilus obscurus DSM 43160,"{'taxonomy': ['Bacteria', 'Actinobacteria', 'Actinobacteria (class)', 'Actinomycetales', 'Geodermatophilaceae', 'Geodermatophilus', 'Geodermatophilus obscurus', 'Geodermatophilus obscurus DSM 43160']}"
1437,Geranium palmatum,"{'taxonomy': ['Eukaryota', 'Streptophyta', 'unclassified (derived from Streptophyta)', 'Geraniales', 'Geraniaceae', 'Geranium', 'Geranium palmatum', 'Geranium palmatum']}"
1438,Giardia lamblia ATCC 50803,"{'taxonomy': ['Eukaryota', 'unclassified (derived from Eukaryota)', 'unclassified (derived from Eukaryota)', 'unclassified (derived from Eukaryota)', 'Hexamitidae', 'Giardia', 'Giardia intestinalis', 'Giardia lamblia ATCC 50803']}"
1439,Gibberella zeae,"{'taxonomy': ['Eukaryota', 'Ascomycota', 'Sordariomycetes', 'Hypocreales', 'Nectriaceae', 'Gibberella', 'Gibberella zeae', 'Gibberella zeae']}"
1440,Gibberella zeae PH-1,"{'taxonomy': ['Eukaryota', 'Ascomycota', 'Sordariomycetes', 'Hypocreales', 'Nectriaceae', 'Gibberella', 'Gibberella zeae', 'Gibberella zeae PH-1']}"
1441,Gibbon ape leukemia virus,"{'taxonomy': ['Viruses', 'unclassified (derived from Viruses)', 'unclassified (derived from Viruses)', 'unclassified (derived from Viruses)', 'Retroviridae', 'Gammaretrovirus', 'Gibbon ape leukemia virus', 'Gibbon ape leukemia virus']}"
1442,Glaciecola sp. HTCC2999,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Gammaproteobacteria', 'Alteromonadales', 'Alteromonadaceae', 'Glaciecola', 'Glaciecola sp. HTCC2999', 'Glaciecola sp. HTCC2999']}"
1443,Gloeobacter violaceus PCC 7421,"{'taxonomy': ['Bacteria', 'Cyanobacteria', 'Gloeobacteria', 'Gloeobacterales', 'unclassified (derived from Gloeobacterales)', 'Gloeobacter', 'Gloeobacter violaceus', 'Gloeobacter violaceus PCC 7421']}"
1444,Glomus intraradices,"{'taxonomy': ['Eukaryota', 'Glomeromycota', 'Glomeromycetes', 'Glomerales', 'Glomeraceae', 'Rhizophagus', 'Rhizophagus intraradices', 'Glomus intraradices']}"
1445,Glomus irregulare,"{'taxonomy': ['Eukaryota', 'Glomeromycota', 'Glomeromycetes', 'Glomerales', 'Glomeraceae', 'Rhizophagus', 'Rhizophagus irregularis', 'Glomus irregulare']}"
1446,Gluconacetobacter diazotrophicus PAl 5,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Alphaproteobacteria', 'Rhodospirillales', 'Acetobacteraceae', 'Gluconacetobacter', 'Gluconacetobacter diazotrophicus', 'Gluconacetobacter diazotrophicus PAl 5']}"
1447,Gluconacetobacter hansenii ATCC 23769,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Alphaproteobacteria', 'Rhodospirillales', 'Acetobacteraceae', 'Gluconacetobacter', 'Gluconacetobacter hansenii', 'Gluconacetobacter hansenii ATCC 23769']}"
1448,Gluconacetobacter xylinus NBRC 3288,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Alphaproteobacteria', 'Rhodospirillales', 'Acetobacteraceae', 'Gluconacetobacter', 'Gluconacetobacter xylinus', 'Gluconacetobacter xylinus NBRC 3288']}"
1449,Gluconobacter oxydans 621H,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Alphaproteobacteria', 'Rhodospirillales', 'Acetobacteraceae', 'Gluconobacter', 'Gluconobacter oxydans', 'Gluconobacter oxydans 621H']}"
1450,Gnetum parvifolium,"{'taxonomy': ['Eukaryota', 'Streptophyta', 'Gnetopsida', 'Gnetales', 'Gnetaceae', 'Gnetum', 'Gnetum parvifolium', 'Gnetum parvifolium']}"
1451,Gomphiocephalus hodgsoni,"{'taxonomy': ['Eukaryota', 'Arthropoda', 'Ellipura', 'Collembola', 'Hypogastruridae', 'Gomphiocephalus', 'Gomphiocephalus hodgsoni', 'Gomphiocephalus hodgsoni']}"
1452,Gordonia bronchialis DSM 43247,"{'taxonomy': ['Bacteria', 'Actinobacteria', 'Actinobacteria (class)', 'Actinomycetales', 'Gordoniaceae', 'Gordonia', 'Gordonia bronchialis', 'Gordonia bronchialis DSM 43247']}"
1453,Gordonia westfalica,"{'taxonomy': ['Bacteria', 'Actinobacteria', 'Actinobacteria (class)', 'Actinomycetales', 'Gordoniaceae', 'Gordonia', 'Gordonia westfalica', 'Gordonia westfalica']}"
1454,Gracilaria tenuistipitata var. liui,"{'taxonomy': ['Eukaryota', 'unclassified (derived from Eukaryota)', 'Florideophyceae', 'Gracilariales', 'Gracilariaceae', 'Gracilaria', 'Gracilaria tenuistipitata', 'Gracilaria tenuistipitata var. liui']}"
1455,Gracilariopsis andersonii,"{'taxonomy': ['Eukaryota', 'unclassified (derived from Eukaryota)', 'Florideophyceae', 'Gracilariales', 'Gracilariaceae', 'Gracilariopsis', 'Gracilariopsis andersonii', 'Gracilariopsis andersonii']}"
1456,Gramella forsetii KT0803,"{'taxonomy': ['Bacteria', 'Bacteroidetes', 'Flavobacteriia', 'Flavobacteriales', 'Flavobacteriaceae', 'Gramella', 'Gramella forsetii', 'Gramella forsetii KT0803']}"
1457,Granulibacter bethesdensis CGDNIH1,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Alphaproteobacteria', 'Rhodospirillales', 'Acetobacteraceae', 'Granulibacter', 'Granulibacter bethesdensis', 'Granulibacter bethesdensis CGDNIH1']}"
1458,Granulicatella adiacens ATCC 49175,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Lactobacillales', 'Carnobacteriaceae', 'Granulicatella', 'Granulicatella adiacens', 'Granulicatella adiacens ATCC 49175']}"
1459,Granulicatella elegans ATCC 700633,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Lactobacillales', 'Carnobacteriaceae', 'Granulicatella', 'Granulicatella elegans', 'Granulicatella elegans ATCC 700633']}"
1460,Grimontia hollisae CIP 101886,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Gammaproteobacteria', 'Vibrionales', 'Vibrionaceae', 'unclassified (derived from Vibrionaceae)', 'Grimontia hollisae', 'Grimontia hollisae CIP 101886']}"
1461,Guillardia theta,"{'taxonomy': ['Eukaryota', 'unclassified (derived from Eukaryota)', 'Cryptophyta', 'Pyrenomonadales', 'Geminigeraceae', 'Guillardia', 'Guillardia theta', 'Guillardia theta']}"
1462,Haemophilus ducreyi 35000HP,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Gammaproteobacteria', 'Pasteurellales', 'Pasteurellaceae', 'Haemophilus', 'Haemophilus ducreyi', 'Haemophilus ducreyi 35000HP']}"
1463,Haemophilus influenzae,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Gammaproteobacteria', 'Pasteurellales', 'Pasteurellaceae', 'Haemophilus', 'Haemophilus influenzae', 'Haemophilus influenzae']}"
1464,Haemophilus influenzae 22.1-21,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Gammaproteobacteria', 'Pasteurellales', 'Pasteurellaceae', 'Haemophilus', 'Haemophilus influenzae', 'Haemophilus influenzae 22.1-21']}"
1465,Haemophilus influenzae 22.4-21,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Gammaproteobacteria', 'Pasteurellales', 'Pasteurellaceae', 'Haemophilus', 'Haemophilus influenzae', 'Haemophilus influenzae 22.4-21']}"
1466,Haemophilus influenzae 3655,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Gammaproteobacteria', 'Pasteurellales', 'Pasteurellaceae', 'Haemophilus', 'Haemophilus influenzae', 'Haemophilus influenzae 3655']}"
1467,Haemophilus influenzae 6P18H1,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Gammaproteobacteria', 'Pasteurellales', 'Pasteurellaceae', 'Haemophilus', 'Haemophilus influenzae', 'Haemophilus influenzae 6P18H1']}"
1468,Haemophilus influenzae 7P49H1,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Gammaproteobacteria', 'Pasteurellales', 'Pasteurellaceae', 'Haemophilus', 'Haemophilus influenzae', 'Haemophilus influenzae 7P49H1']}"
1469,Haemophilus influenzae 86-028NP,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Gammaproteobacteria', 'Pasteurellales', 'Pasteurellaceae', 'Haemophilus', 'Haemophilus influenzae', 'Haemophilus influenzae 86-028NP']}"
1470,Haemophilus influenzae HK1212,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Gammaproteobacteria', 'Pasteurellales', 'Pasteurellaceae', 'Haemophilus', 'Haemophilus influenzae', 'Haemophilus influenzae HK1212']}"
1471,Haemophilus influenzae NT127,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Gammaproteobacteria', 'Pasteurellales', 'Pasteurellaceae', 'Haemophilus', 'Haemophilus influenzae', 'Haemophilus influenzae NT127']}"
1472,Haemophilus influenzae PittAA,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Gammaproteobacteria', 'Pasteurellales', 'Pasteurellaceae', 'Haemophilus', 'Haemophilus influenzae', 'Haemophilus influenzae PittAA']}"
1473,Haemophilus influenzae PittEE,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Gammaproteobacteria', 'Pasteurellales', 'Pasteurellaceae', 'Haemophilus', 'Haemophilus influenzae', 'Haemophilus influenzae PittEE']}"
1474,Haemophilus influenzae PittGG,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Gammaproteobacteria', 'Pasteurellales', 'Pasteurellaceae', 'Haemophilus', 'Haemophilus influenzae', 'Haemophilus influenzae PittGG']}"
1475,Haemophilus influenzae PittHH,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Gammaproteobacteria', 'Pasteurellales', 'Pasteurellaceae', 'Haemophilus', 'Haemophilus influenzae', 'Haemophilus influenzae PittHH']}"
1476,Haemophilus influenzae PittII,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Gammaproteobacteria', 'Pasteurellales', 'Pasteurellaceae', 'Haemophilus', 'Haemophilus influenzae', 'Haemophilus influenzae PittII']}"
1477,Haemophilus influenzae R3021,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Gammaproteobacteria', 'Pasteurellales', 'Pasteurellaceae', 'Haemophilus', 'Haemophilus influenzae', 'Haemophilus influenzae R3021']}"
1478,Haemophilus influenzae Rd KW20,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Gammaproteobacteria', 'Pasteurellales', 'Pasteurellaceae', 'Haemophilus', 'Haemophilus influenzae', 'Haemophilus influenzae Rd KW20']}"
1479,Haemophilus influenzae RdAW,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Gammaproteobacteria', 'Pasteurellales', 'Pasteurellaceae', 'Haemophilus', 'Haemophilus influenzae', 'Haemophilus influenzae RdAW']}"
1480,Haemophilus parasuis,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Gammaproteobacteria', 'Pasteurellales', 'Pasteurellaceae', 'Haemophilus', 'Haemophilus parasuis', 'Haemophilus parasuis']}"
1481,Haemophilus parasuis 29755,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Gammaproteobacteria', 'Pasteurellales', 'Pasteurellaceae', 'Haemophilus', 'Haemophilus parasuis', 'Haemophilus parasuis 29755']}"
1482,Haemophilus parasuis SH0165,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Gammaproteobacteria', 'Pasteurellales', 'Pasteurellaceae', 'Haemophilus', 'Haemophilus parasuis', 'Haemophilus parasuis SH0165']}"
1483,Haemophilus phage Aaphi23,"{'taxonomy': ['Viruses', 'unclassified (derived from Viruses)', 'unclassified (derived from Viruses)', 'Caudovirales', 'Myoviridae', 'unclassified (derived from Myoviridae)', 'Haemophilus phage Aaphi23', 'Haemophilus phage Aaphi23']}"
1484,Haemophilus somnus 129PT,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Gammaproteobacteria', 'Pasteurellales', 'Pasteurellaceae', 'Histophilus', 'Histophilus somni', 'Haemophilus somnus 129PT']}"
1485,Haemophilus somnus 2336,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Gammaproteobacteria', 'Pasteurellales', 'Pasteurellaceae', 'Histophilus', 'Histophilus somni', 'Haemophilus somnus 2336']}"
1486,Hahella chejuensis KCTC 2396,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Gammaproteobacteria', 'Oceanospirillales', 'Hahellaceae', 'Hahella', 'Hahella chejuensis', 'Hahella chejuensis KCTC 2396']}"
1487,Halalkalicoccus jeotgali B3,"{'taxonomy': ['Archaea', 'Euryarchaeota', 'Halobacteria', 'Halobacteriales', 'Halobacteriaceae', 'Halalkalicoccus', 'Halalkalicoccus jeotgali', 'Halalkalicoccus jeotgali B3']}"
1488,Halanaerobium sp. 'sapolanicus',"{'taxonomy': ['Bacteria', 'Firmicutes', 'Clostridia', 'Halanaerobiales', 'Halanaerobiaceae', 'Halanaerobium', 'Halanaerobium hydrogeniformans', ""Halanaerobium sp. 'sapolanicus'""]}"
1489,Haliangium ochraceum DSM 14365,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Deltaproteobacteria', 'Myxococcales', 'Kofleriaceae', 'Haliangium', 'Haliangium ochraceum', 'Haliangium ochraceum DSM 14365']}"
